"ANO","estado_prova","tipo_escola","dep_adm","motivo_status","total_inscritos","qtd_presenca_dia_1","qtd_presenca_dia_2","qtd_participantes","qtd_redacoes_validas"
2019,"SP","Não Informado","Não Informado","Parte Desconectada",430,430,356,356,0
2019,"SP","Não Informado","Não Informado","Texto Insuficiente",521,521,352,352,0
2019,"SP","Não Informado","Não Informado","Válida",363239,363239,340900,340900,363239
2019,"SP","Privada","Estadual","Cópia Texto Motivador",6,6,5,5,0
2019,"SP","Privada","Estadual","Em Branco",7,7,6,6,0
2019,"SP","Privada","Estadual","Fuga ao Tema",6,6,6,6,0
2019,"SP","Privada","Estadual","Não Atendimento ao Tipo",2,2,1,1,0
2019,"SP","Privada","Estadual","Não Compareceu/Outros",109,0,2,0,0
2019,"SP","Privada","Estadual","Texto Insuficiente",1,1,1,1,0
2019,"SP","Privada","Estadual","Válida",652,652,613,613,652
2019,"SP","Privada","Federal","Válida",9,9,9,9,9
2019,"SP","Privada","Municipal","Não Compareceu/Outros",3,0,0,0,0
2019,"SP","Privada","Municipal","Válida",15,15,15,15,15
2019,"SP","Privada","Não Informado","Anulada",4,4,4,4,0
2019,"SP","Privada","Não Informado","Cópia Texto Motivador",19,19,17,17,0
2019,"SP","Privada","Não Informado","Em Branco",58,58,39,39,0
2019,"SP","Privada","Não Informado","Fuga ao Tema",23,23,20,20,0
2019,"SP","Privada","Não Informado","Não Atendimento ao Tipo",2,2,2,2,0
2019,"SP","Privada","Não Informado","Não Compareceu/Outros",1275,0,23,0,0
2019,"SP","Privada","Não Informado","Parte Desconectada",7,7,7,7,0
2019,"SP","Privada","Não Informado","Texto Insuficiente",16,16,13,13,0
2019,"SP","Privada","Não Informado","Válida",24559,24559,23970,23970,24559
2019,"SP","Privada","Privada","Anulada",10,10,9,9,0
2019,"SP","Privada","Privada","Cópia Texto Motivador",17,17,16,16,0
2019,"SP","Privada","Privada","Em Branco",46,46,30,30,0
2019,"SP","Privada","Privada","Fuga ao Tema",15,15,11,11,0
2019,"SP","Privada","Privada","Não Atendimento ao Tipo",1,1,1,1,0
2019,"SP","Privada","Privada","Não Compareceu/Outros",1217,0,23,0,0
2019,"SP","Privada","Privada","Parte Desconectada",6,6,5,5,0
2019,"SP","Privada","Privada","Texto Insuficiente",10,10,6,6,0
2019,"SP","Privada","Privada","Válida",31763,31763,31200,31200,31763
2019,"SP","Pública","Estadual","Anulada",162,162,144,144,0
2019,"SP","Pública","Estadual","Cópia Texto Motivador",569,569,474,474,0
2019,"SP","Pública","Estadual","Em Branco",2320,2320,1357,1357,0
2019,"SP","Pública","Estadual","Fuga ao Tema",1028,1028,760,760,0
2019,"SP","Pública","Estadual","Não Atendimento ao Tipo",75,75,70,70,0
2019,"SP","Pública","Estadual","Não Compareceu/Outros",29089,0,216,0,0
2019,"SP","Pública","Estadual","Parte Desconectada",87,87,68,68,0
2019,"SP","Pública","Estadual","Texto Insuficiente",309,309,223,223,0
2019,"SP","Pública","Estadual","Válida",136316,136316,127804,127804,136316
2019,"SP","Pública","Federal","Cópia Texto Motivador",1,1,1,1,0
2019,"SP","Pública","Federal","Em Branco",5,5,5,5,0
2019,"SP","Pública","Federal","Fuga ao Tema",1,1,1,1,0
2019,"SP","Pública","Federal","Não Compareceu/Outros",73,0,2,0,0
2019,"SP","Pública","Federal","Parte Desconectada",1,1,1,1,0
2019,"SP","Pública","Federal","Texto Insuficiente",1,1,1,1,0
2019,"SP","Pública","Federal","Válida",2013,2013,1980,1980,2013
2019,"SP","Pública","Municipal","Anulada",5,5,4,4,0
2019,"SP","Pública","Municipal","Cópia Texto Motivador",10,10,10,10,0
2019,"SP","Pública","Municipal","Em Branco",44,44,25,25,0
2019,"SP","Pública","Municipal","Fuga ao Tema",22,22,15,15,0
2019,"SP","Pública","Municipal","Não Atendimento ao Tipo",2,2,2,2,0
2019,"SP","Pública","Municipal","Não Compareceu/Outros",605,0,9,0,0
2019,"SP","Pública","Municipal","Parte Desconectada",3,3,3,3,0
2019,"SP","Pública","Municipal","Texto Insuficiente",3,3,3,3,0
2019,"SP","Pública","Municipal","Válida",3854,3854,3675,3675,3854
2019,"SP","Pública","Não Informado","Anulada",57,57,50,50,0
2019,"SP","Pública","Não Informado","Cópia Texto Motivador",197,197,172,172,0
2019,"SP","Pública","Não Informado","Em Branco",673,673,379,379,0
2019,"SP","Pública","Não Informado","Fuga ao Tema",421,421,322,322,0
2019,"SP","Pública","Não Informado","Não Atendimento ao Tipo",42,42,34,34,0
2019,"SP","Pública","Não Informado","Não Compareceu/Outros",7952,0,73,0,0
2019,"SP","Pública","Não Informado","Parte Desconectada",44,44,36,36,0
2019,"SP","Pública","Não Informado","Texto Insuficiente",85,85,64,64,0
2019,"SP","Pública","Não Informado","Válida",35863,35863,33379,33379,35863
2019,"SP","Pública","Privada","Anulada",1,1,1,1,0
2019,"SP","Pública","Privada","Cópia Texto Motivador",10,10,8,8,0
2019,"SP","Pública","Privada","Em Branco",21,21,13,13,0
2019,"SP","Pública","Privada","Fuga ao Tema",13,13,13,13,0
2019,"SP","Pública","Privada","Não Compareceu/Outros",395,0,10,0,0
2019,"SP","Pública","Privada","Parte Desconectada",2,2,2,2,0
2019,"SP","Pública","Privada","Texto Insuficiente",8,8,5,5,0
2019,"SP","Pública","Privada","Válida",8840,8840,8651,8651,8840
2019,"TO","Não Informado","Não Informado","Anulada",27,27,22,22,0
2019,"TO","Não Informado","Não Informado","Cópia Texto Motivador",173,173,155,155,0
2019,"TO","Não Informado","Não Informado","Em Branco",351,351,204,204,0
2019,"TO","Não Informado","Não Informado","Fuga ao Tema",335,335,253,253,0
2019,"TO","Não Informado","Não Informado","Não Atendimento ao Tipo",39,39,33,33,0
2019,"TO","Não Informado","Não Informado","Não Compareceu/Outros",9597,0,58,0,0
2019,"TO","Não Informado","Não Informado","Parte Desconectada",29,29,25,25,0
2019,"TO","Não Informado","Não Informado","Texto Insuficiente",57,57,38,38,0
2019,"TO","Não Informado","Não Informado","Válida",23656,23656,22240,22240,23656
2019,"TO","Privada","Estadual","Cópia Texto Motivador",1,1,1,1,0
2019,"TO","Privada","Estadual","Em Branco",1,1,1,1,0
2019,"TO","Privada","Estadual","Não Compareceu/Outros",6,0,0,0,0
2019,"TO","Privada","Estadual","Válida",22,22,21,21,22
2019,"TO","Privada","Federal","Não Compareceu/Outros",1,0,0,0,0
2019,"TO","Privada","Federal","Válida",4,4,3,3,4
2019,"TO","Privada","Não Informado","Cópia Texto Motivador",1,1,1,1,0
2019,"TO","Privada","Não Informado","Em Branco",3,3,1,1,0
2019,"TO","Privada","Não Informado","Não Compareceu/Outros",25,0,0,0,0
2019,"TO","Privada","Não Informado","Válida",330,330,329,329,330
2019,"TO","Privada","Privada","Cópia Texto Motivador",2,2,2,2,0
2019,"TO","Privada","Privada","Em Branco",1,1,1,1,0
2019,"TO","Privada","Privada","Fuga ao Tema",2,2,2,2,0
2019,"TO","Privada","Privada","Não Compareceu/Outros",23,0,0,0,0
2019,"TO","Privada","Privada","Válida",402,402,395,395,402
2019,"TO","Pública","Estadual","Anulada",5,5,2,2,0
2019,"TO","Pública","Estadual","Cópia Texto Motivador",58,58,55,55,0
2019,"TO","Pública","Estadual","Em Branco",94,94,72,72,0
2019,"TO","Pública","Estadual","Fuga ao Tema",75,75,57,57,0
2019,"TO","Pública","Estadual","Não Atendimento ao Tipo",6,6,5,5,0
2019,"TO","Pública","Estadual","Não Compareceu/Outros",929,0,9,0,0
2019,"TO","Pública","Estadual","Parte Desconectada",9,9,7,7,0
2019,"TO","Pública","Estadual","Texto Insuficiente",19,19,15,15,0
2019,"TO","Pública","Estadual","Válida",6293,6293,6035,6035,6293
2019,"TO","Pública","Federal","Em Branco",1,1,1,1,0
2019,"TO","Pública","Federal","Fuga ao Tema",1,1,1,1,0
2019,"TO","Pública","Federal","Não Compareceu/Outros",20,0,0,0,0
2019,"TO","Pública","Federal","Texto Insuficiente",2,2,2,2,0
2019,"TO","Pública","Federal","Válida",715,715,708,708,715
2019,"TO","Pública","Municipal","Fuga ao Tema",1,1,1,1,0
2019,"TO","Pública","Municipal","Não Compareceu/Outros",1,0,0,0,0
2019,"TO","Pública","Municipal","Válida",7,7,7,7,7
2019,"TO","Pública","Não Informado","Anulada",1,1,1,1,0
2019,"TO","Pública","Não Informado","Cópia Texto Motivador",23,23,22,22,0
2019,"TO","Pública","Não Informado","Em Branco",44,44,33,33,0
2019,"TO","Pública","Não Informado","Fuga ao Tema",26,26,21,21,0
2019,"TO","Pública","Não Informado","Não Atendimento ao Tipo",1,1,1,1,0
2019,"TO","Pública","Não Informado","Não Compareceu/Outros",368,0,4,0,0
2019,"TO","Pública","Não Informado","Parte Desconectada",5,5,5,5,0
2019,"TO","Pública","Não Informado","Texto Insuficiente",3,3,2,2,0
2019,"TO","Pública","Não Informado","Válida",2276,2276,2179,2179,2276
2019,"TO","Pública","Privada","Cópia Texto Motivador",2,2,2,2,0
2019,"TO","Pública","Privada","Fuga ao Tema",1,1,1,1,0
2019,"TO","Pública","Privada","Não Compareceu/Outros",10,0,0,0,0
2019,"TO","Pública","Privada","Válida",165,165,164,164,165
2020,"AC","Não Informado","Não Informado","Anulada",31,31,25,25,0
2020,"AC","Não Informado","Não Informado","Cópia Texto Motivador",87,87,78,78,0
2020,"AC","Não Informado","Não Informado","Em Branco",122,122,53,53,0
2020,"AC","Não Informado","Não Informado","Fuga ao Tema",122,122,100,100,0
2020,"AC","Não Informado","Não Informado","Não Atendimento ao Tipo",32,32,28,28,0
2020,"AC","Não Informado","Não Informado","Não Compareceu/Outros",19491,0,48,0,0
2020,"AC","Não Informado","Não Informado","Parte Desconectada",38,38,34,34,0
2020,"AC","Não Informado","Não Informado","Texto Insuficiente",16,16,6,6,0
2020,"AC","Não Informado","Não Informado","Válida",15235,15235,14012,14012,15235
2020,"AC","Privada","Não Informado","Não Compareceu/Outros",6,0,0,0,0
2020,"AC","Privada","Não Informado","Válida",27,27,27,27,27
2020,"AC","Privada","Privada","Cópia Texto Motivador",1,1,1,1,0
2020,"AC","Privada","Privada","Fuga ao Tema",1,1,1,1,0
2020,"AC","Privada","Privada","Não Compareceu/Outros",26,0,0,0,0
2020,"AC","Privada","Privada","Texto Insuficiente",1,1,1,1,0
2020,"AC","Privada","Privada","Válida",239,239,238,238,239
2020,"AC","Pública","Estadual","Anulada",2,2,2,2,0
2020,"AC","Pública","Estadual","Cópia Texto Motivador",14,14,14,14,0
2020,"AC","Pública","Estadual","Em Branco",24,24,13,13,0
2020,"AC","Pública","Estadual","Fuga ao Tema",19,19,16,16,0
2020,"AC","Pública","Estadual","Não Atendimento ao Tipo",2,2,2,2,0
2020,"AC","Pública","Estadual","Não Compareceu/Outros",980,0,0,0,0
2020,"AC","Pública","Estadual","Parte Desconectada",4,4,4,4,0
2020,"AC","Pública","Estadual","Texto Insuficiente",6,6,3,3,0
2020,"AC","Pública","Estadual","Válida",1852,1852,1744,1744,1852
2020,"AC","Pública","Federal","Em Branco",3,3,2,2,0
2020,"AC","Pública","Federal","Fuga ao Tema",1,1,0,0,0
2020,"AC","Pública","Federal","Não Compareceu/Outros",44,0,1,0,0
2020,"AC","Pública","Federal","Texto Insuficiente",1,1,0,0,0
2020,"AC","Pública","Federal","Válida",295,295,288,288,295
2020,"AC","Pública","Municipal","Não Compareceu/Outros",4,0,0,0,0
2020,"AC","Pública","Municipal","Válida",5,5,5,5,5
2020,"AC","Pública","Não Informado","Anulada",2,2,2,2,0
2020,"AC","Pública","Não Informado","Cópia Texto Motivador",12,12,11,11,0
2020,"AC","Pública","Não Informado","Em Branco",22,22,9,9,0
2020,"AC","Pública","Não Informado","Fuga ao Tema",12,12,9,9,0
2020,"AC","Pública","Não Informado","Não Atendimento ao Tipo",4,4,4,4,0
2020,"AC","Pública","Não Informado","Não Compareceu/Outros",1067,0,7,0,0
2020,"AC","Pública","Não Informado","Parte Desconectada",3,3,3,3,0
2020,"AC","Pública","Não Informado","Texto Insuficiente",2,2,2,2,0
2020,"AC","Pública","Não Informado","Válida",1859,1859,1730,1730,1859
2020,"AC","Pública","Privada","Não Compareceu/Outros",13,0,0,0,0
2020,"AC","Pública","Privada","Válida",97,97,96,96,97
2020,"AL","Não Informado","Não Informado","Anulada",44,44,41,41,0
2020,"AL","Não Informado","Não Informado","Cópia Texto Motivador",175,175,158,158,0
2020,"AL","Não Informado","Não Informado","Em Branco",383,383,229,229,0
2020,"AL","Não Informado","Não Informado","Fuga ao Tema",407,407,331,331,0
2020,"AL","Não Informado","Não Informado","Não Atendimento ao Tipo",67,67,58,58,0
2020,"AL","Não Informado","Não Informado","Não Compareceu/Outros",40779,0,130,0,0
2020,"AL","Não Informado","Não Informado","Parte Desconectada",78,78,67,67,0
2020,"AL","Não Informado","Não Informado","Texto Insuficiente",73,73,47,47,0
2020,"AL","Não Informado","Não Informado","Válida",39868,39868,38005,38005,39868
2020,"AL","Privada","Estadual","Válida",1,1,1,1,1
2020,"AL","Privada","Federal","Válida",2,2,2,2,2
2020,"AL","Privada","Não Informado","Cópia Texto Motivador",3,3,3,3,0
2020,"AL","Privada","Não Informado","Em Branco",4,4,2,2,0
2020,"AL","Privada","Não Informado","Não Compareceu/Outros",89,0,2,0,0
2020,"AL","Privada","Não Informado","Válida",560,560,551,551,560
2020,"AL","Privada","Privada","Anulada",2,2,2,2,0
2020,"AL","Privada","Privada","Cópia Texto Motivador",5,5,4,4,0
2020,"AL","Privada","Privada","Em Branco",14,14,10,10,0
2020,"AL","Privada","Privada","Fuga ao Tema",2,2,1,1,0
2020,"AL","Privada","Privada","Não Compareceu/Outros",337,0,4,0,0
2020,"AL","Privada","Privada","Parte Desconectada",1,1,1,1,0
2020,"AL","Privada","Privada","Texto Insuficiente",1,1,1,1,0
2020,"AL","Privada","Privada","Válida",2596,2596,2555,2555,2596
2020,"AL","Pública","Estadual","Anulada",5,5,3,3,0
2020,"AL","Pública","Estadual","Cópia Texto Motivador",46,46,40,40,0
2020,"AL","Pública","Estadual","Em Branco",141,141,92,92,0
2020,"AL","Pública","Estadual","Fuga ao Tema",53,53,44,44,0
2020,"AL","Pública","Estadual","Não Atendimento ao Tipo",5,5,5,5,0
2020,"AL","Pública","Estadual","Não Compareceu/Outros",4081,0,18,0,0
2020,"AL","Pública","Estadual","Parte Desconectada",10,10,9,9,0
2020,"AL","Pública","Estadual","Texto Insuficiente",20,20,13,13,0
2020,"AL","Pública","Estadual","Válida",4526,4526,4342,4342,4526
2020,"AL","Pública","Federal","Cópia Texto Motivador",2,2,2,2,0
2020,"AL","Pública","Federal","Em Branco",5,5,4,4,0
2020,"AL","Pública","Federal","Não Compareceu/Outros",189,0,2,0,0
2020,"AL","Pública","Federal","Parte Desconectada",1,1,1,1,0
2020,"AL","Pública","Federal","Texto Insuficiente",1,1,0,0,0
2020,"AL","Pública","Federal","Válida",1222,1222,1190,1190,1222
2020,"AL","Pública","Municipal","Não Compareceu/Outros",13,0,0,0,0
2020,"AL","Pública","Municipal","Válida",1,1,1,1,1
2020,"AL","Pública","Não Informado","Anulada",4,4,3,3,0
2020,"AL","Pública","Não Informado","Cópia Texto Motivador",39,39,34,34,0
2020,"AL","Pública","Não Informado","Em Branco",89,89,63,63,0
2020,"AL","Pública","Não Informado","Fuga ao Tema",47,47,37,37,0
2020,"AL","Pública","Não Informado","Não Atendimento ao Tipo",5,5,5,5,0
2020,"AL","Pública","Não Informado","Não Compareceu/Outros",2563,0,9,0,0
2020,"AL","Pública","Não Informado","Parte Desconectada",15,15,14,14,0
2020,"AL","Pública","Não Informado","Texto Insuficiente",21,21,17,17,0
2020,"AL","Pública","Não Informado","Válida",3509,3509,3345,3345,3509
2020,"AL","Pública","Privada","Cópia Texto Motivador",2,2,2,2,0
2020,"AL","Pública","Privada","Em Branco",4,4,1,1,0
2020,"AL","Pública","Privada","Fuga ao Tema",2,2,1,1,0
2020,"AL","Pública","Privada","Não Compareceu/Outros",61,0,0,0,0
2020,"AL","Pública","Privada","Texto Insuficiente",2,2,2,2,0
2020,"AL","Pública","Privada","Válida",376,376,364,364,376
2020,"AM","Não Informado","Não Informado","Anulada",79,79,70,70,0
2020,"AM","Não Informado","Não Informado","Cópia Texto Motivador",260,260,240,240,0
2020,"AM","Não Informado","Não Informado","Em Branco",303,303,209,209,0
2020,"AM","Não Informado","Não Informado","Fuga ao Tema",919,919,852,852,0
2020,"AM","Não Informado","Não Informado","Não Atendimento ao Tipo",35,35,32,32,0
2020,"AM","Não Informado","Não Informado","Não Compareceu/Outros",85313,0,213,0,0
2020,"AM","Não Informado","Não Informado","Parte Desconectada",73,73,67,67,0
2020,"AM","Não Informado","Não Informado","Texto Insuficiente",79,79,59,59,0
2020,"AM","Não Informado","Não Informado","Válida",32690,32690,31759,31759,32690
2020,"AM","Privada","Estadual","Não Compareceu/Outros",2,0,0,0,0
2020,"AM","Privada","Estadual","Válida",3,3,3,3,3
2020,"AM","Privada","Federal","Válida",1,1,1,1,1
2020,"AM","Privada","Não Informado","Em Branco",1,1,1,1,0
2020,"AM","Privada","Não Informado","Fuga ao Tema",1,1,1,1,0
2020,"AM","Privada","Não Informado","Não Compareceu/Outros",44,0,0,0,0
2020,"AM","Privada","Não Informado","Parte Desconectada",1,1,1,1,0
2020,"AM","Privada","Não Informado","Válida",147,147,146,146,147
2020,"AM","Privada","Privada","Em Branco",3,3,2,2,0
2020,"AM","Privada","Privada","Fuga ao Tema",8,8,8,8,0
2020,"AM","Privada","Privada","Não Compareceu/Outros",335,0,2,0,0
2020,"AM","Privada","Privada","Texto Insuficiente",1,1,0,0,0
2020,"AM","Privada","Privada","Válida",1001,1001,987,987,1001
2020,"AM","Pública","Estadual","Anulada",13,13,12,12,0
2020,"AM","Pública","Estadual","Cópia Texto Motivador",111,111,100,100,0
2020,"AM","Pública","Estadual","Em Branco",178,178,140,140,0
2020,"AM","Pública","Estadual","Fuga ao Tema",252,252,232,232,0
2020,"AM","Pública","Estadual","Não Atendimento ao Tipo",9,9,8,8,0
2020,"AM","Pública","Estadual","Não Compareceu/Outros",17849,0,56,0,0
2020,"AM","Pública","Estadual","Parte Desconectada",23,23,23,23,0
2020,"AM","Pública","Estadual","Texto Insuficiente",42,42,31,31,0
2020,"AM","Pública","Estadual","Válida",8353,8353,8109,8109,8353
2020,"AM","Pública","Federal","Em Branco",5,5,2,2,0
2020,"AM","Pública","Federal","Fuga ao Tema",14,14,12,12,0
2020,"AM","Pública","Federal","Não Compareceu/Outros",339,0,4,0,0
2020,"AM","Pública","Federal","Texto Insuficiente",3,3,2,2,0
2020,"AM","Pública","Federal","Válida",821,821,810,810,821
2020,"AM","Pública","Municipal","Anulada",1,1,1,1,0
2020,"AM","Pública","Municipal","Cópia Texto Motivador",1,1,1,1,0
2020,"AM","Pública","Municipal","Em Branco",1,1,1,1,0
2020,"AM","Pública","Municipal","Fuga ao Tema",4,4,3,3,0
2020,"AM","Pública","Municipal","Não Compareceu/Outros",130,0,0,0,0
2020,"AM","Pública","Municipal","Texto Insuficiente",1,1,1,1,0
2020,"AM","Pública","Municipal","Válida",46,46,45,45,46
2020,"AM","Pública","Não Informado","Anulada",9,9,9,9,0
2020,"AM","Pública","Não Informado","Cópia Texto Motivador",72,72,63,63,0
2020,"AM","Pública","Não Informado","Em Branco",115,115,87,87,0
2020,"AM","Pública","Não Informado","Fuga ao Tema",175,175,167,167,0
2020,"AM","Pública","Não Informado","Não Atendimento ao Tipo",6,6,6,6,0
2020,"AM","Pública","Não Informado","Não Compareceu/Outros",7329,0,37,0,0
2020,"AM","Pública","Não Informado","Parte Desconectada",19,19,18,18,0
2020,"AM","Pública","Não Informado","Texto Insuficiente",30,30,25,25,0
2020,"AM","Pública","Não Informado","Válida",5636,5636,5471,5471,5636
2020,"AM","Pública","Privada","Em Branco",2,2,2,2,0
2020,"AM","Pública","Privada","Fuga ao Tema",6,6,5,5,0
2020,"AM","Pública","Privada","Não Compareceu/Outros",162,0,2,0,0
2020,"AM","Pública","Privada","Texto Insuficiente",1,1,1,1,0
2020,"AM","Pública","Privada","Válida",369,369,365,365,369
2020,"AP","Não Informado","Não Informado","Anulada",31,31,24,24,0
2020,"AP","Não Informado","Não Informado","Cópia Texto Motivador",93,93,85,85,0
2020,"AP","Não Informado","Não Informado","Em Branco",205,205,110,110,0
2020,"AP","Não Informado","Não Informado","Fuga ao Tema",215,215,175,175,0
2020,"AP","Não Informado","Não Informado","Não Atendimento ao Tipo",42,42,32,32,0
2020,"AP","Não Informado","Não Informado","Não Compareceu/Outros",23328,0,62,0,0
2020,"AP","Não Informado","Não Informado","Parte Desconectada",37,37,31,31,0
2020,"AP","Não Informado","Não Informado","Texto Insuficiente",27,27,16,16,0
2020,"AP","Não Informado","Não Informado","Válida",16355,16355,15000,15000,16355
2020,"AP","Privada","Não Informado","Cópia Texto Motivador",2,2,1,1,0
2020,"AP","Privada","Não Informado","Não Compareceu/Outros",19,0,1,0,0
2020,"AP","Privada","Não Informado","Válida",94,94,92,92,94
2020,"AP","Privada","Privada","Em Branco",5,5,4,4,0
2020,"AP","Privada","Privada","Não Compareceu/Outros",77,0,1,0,0
2020,"AP","Privada","Privada","Texto Insuficiente",2,2,2,2,0
2020,"AP","Privada","Privada","Válida",343,343,336,336,343
2020,"AP","Pública","Estadual","Anulada",1,1,1,1,0
2020,"AP","Pública","Estadual","Cópia Texto Motivador",23,23,21,21,0
2020,"AP","Pública","Estadual","Em Branco",47,47,29,29,0
2020,"AP","Pública","Estadual","Fuga ao Tema",26,26,21,21,0
2020,"AP","Pública","Estadual","Não Compareceu/Outros",1165,0,6,0,0
2020,"AP","Pública","Estadual","Parte Desconectada",4,4,3,3,0
2020,"AP","Pública","Estadual","Texto Insuficiente",11,11,9,9,0
2020,"AP","Pública","Estadual","Válida",1412,1412,1331,1331,1412
2020,"AP","Pública","Federal","Anulada",1,1,1,1,0
2020,"AP","Pública","Federal","Em Branco",2,2,2,2,0
2020,"AP","Pública","Federal","Não Compareceu/Outros",55,0,0,0,0
2020,"AP","Pública","Federal","Parte Desconectada",1,1,1,1,0
2020,"AP","Pública","Federal","Texto Insuficiente",3,3,3,3,0
2020,"AP","Pública","Federal","Válida",307,307,303,303,307
2020,"AP","Pública","Municipal","Não Compareceu/Outros",3,0,0,0,0
2020,"AP","Pública","Municipal","Válida",2,2,2,2,2
2020,"AP","Pública","Não Informado","Anulada",2,2,2,2,0
2020,"AP","Pública","Não Informado","Cópia Texto Motivador",20,20,17,17,0
2020,"AP","Pública","Não Informado","Em Branco",51,51,32,32,0
2020,"AP","Pública","Não Informado","Fuga ao Tema",24,24,22,22,0
2020,"AP","Pública","Não Informado","Não Atendimento ao Tipo",1,1,1,1,0
2020,"AP","Pública","Não Informado","Não Compareceu/Outros",1208,0,14,0,0
2020,"AP","Pública","Não Informado","Parte Desconectada",10,10,7,7,0
2020,"AP","Pública","Não Informado","Texto Insuficiente",14,14,9,9,0
2020,"AP","Pública","Não Informado","Válida",1820,1820,1701,1701,1820
2020,"AP","Pública","Privada","Anulada",1,1,1,1,0
2020,"AP","Pública","Privada","Cópia Texto Motivador",1,1,1,1,0
2020,"AP","Pública","Privada","Não Compareceu/Outros",29,0,1,0,0
2020,"AP","Pública","Privada","Válida",144,144,140,140,144
2020,"BA","Não Informado","Não Informado","Anulada",218,218,194,194,0
2020,"BA","Não Informado","Não Informado","Cópia Texto Motivador",591,591,530,530,0
2020,"BA","Não Informado","Não Informado","Em Branco",1254,1254,754,754,0
2020,"BA","Não Informado","Não Informado","Fuga ao Tema",1345,1345,1109,1109,0
2020,"BA","Não Informado","Não Informado","Não Atendimento ao Tipo",235,235,208,208,0
2020,"BA","Não Informado","Não Informado","Não Compareceu/Outros",200857,0,470,0,0
2020,"BA","Não Informado","Não Informado","Parte Desconectada",248,248,209,209,0
2020,"BA","Não Informado","Não Informado","Texto Insuficiente",269,269,182,182,0
2020,"BA","Não Informado","Não Informado","Válida",150946,150946,143339,143339,150946
2020,"BA","Privada","Estadual","Não Compareceu/Outros",1,0,0,0,0
2020,"BA","Privada","Estadual","Válida",1,1,1,1,1
2020,"BA","Privada","Federal","Válida",4,4,4,4,4
2020,"BA","Privada","Não Informado","Anulada",1,1,1,1,0
2020,"BA","Privada","Não Informado","Cópia Texto Motivador",3,3,3,3,0
2020,"BA","Privada","Não Informado","Em Branco",4,4,3,3,0
2020,"BA","Privada","Não Informado","Fuga ao Tema",4,4,4,4,0
2020,"BA","Privada","Não Informado","Não Atendimento ao Tipo",1,1,1,1,0
2020,"BA","Privada","Não Informado","Não Compareceu/Outros",263,0,3,0,0
2020,"BA","Privada","Não Informado","Texto Insuficiente",1,1,0,0,0
2020,"BA","Privada","Não Informado","Válida",1933,1933,1899,1899,1933
2020,"BA","Privada","Privada","Cópia Texto Motivador",10,10,10,10,0
2020,"BA","Privada","Privada","Em Branco",24,24,18,18,0
2020,"BA","Privada","Privada","Fuga ao Tema",2,2,2,2,0
2020,"BA","Privada","Privada","Não Compareceu/Outros",1105,0,6,0,0
2020,"BA","Privada","Privada","Texto Insuficiente",8,8,3,3,0
2020,"BA","Privada","Privada","Válida",8552,8552,8455,8455,8552
2020,"BA","Pública","Estadual","Anulada",26,26,25,25,0
2020,"BA","Pública","Estadual","Cópia Texto Motivador",121,121,109,109,0
2020,"BA","Pública","Estadual","Em Branco",292,292,190,190,0
2020,"BA","Pública","Estadual","Fuga ao Tema",262,262,221,221,0
2020,"BA","Pública","Estadual","Não Atendimento ao Tipo",20,20,18,18,0
2020,"BA","Pública","Estadual","Não Compareceu/Outros",12033,0,44,0,0
2020,"BA","Pública","Estadual","Parte Desconectada",34,34,33,33,0
2020,"BA","Pública","Estadual","Texto Insuficiente",50,50,35,35,0
2020,"BA","Pública","Estadual","Válida",19582,19582,18838,18838,19582
2020,"BA","Pública","Federal","Anulada",1,1,1,1,0
2020,"BA","Pública","Federal","Em Branco",14,14,12,12,0
2020,"BA","Pública","Federal","Fuga ao Tema",2,2,2,2,0
2020,"BA","Pública","Federal","Não Atendimento ao Tipo",1,1,1,1,0
2020,"BA","Pública","Federal","Não Compareceu/Outros",625,0,4,0,0
2020,"BA","Pública","Federal","Parte Desconectada",2,2,1,1,0
2020,"BA","Pública","Federal","Texto Insuficiente",2,2,1,1,0
2020,"BA","Pública","Federal","Válida",2632,2632,2570,2570,2632
2020,"BA","Pública","Municipal","Anulada",1,1,0,0,0
2020,"BA","Pública","Municipal","Em Branco",2,2,1,1,0
2020,"BA","Pública","Municipal","Fuga ao Tema",2,2,1,1,0
2020,"BA","Pública","Municipal","Não Compareceu/Outros",201,0,0,0,0
2020,"BA","Pública","Municipal","Parte Desconectada",1,1,1,1,0
2020,"BA","Pública","Municipal","Texto Insuficiente",1,1,0,0,0
2020,"BA","Pública","Municipal","Válida",164,164,158,158,164
2020,"BA","Pública","Não Informado","Anulada",26,26,22,22,0
2020,"BA","Pública","Não Informado","Cópia Texto Motivador",195,195,181,181,0
2020,"BA","Pública","Não Informado","Em Branco",372,372,259,259,0
2020,"BA","Pública","Não Informado","Fuga ao Tema",301,301,249,249,0
2020,"BA","Pública","Não Informado","Não Atendimento ao Tipo",26,26,23,23,0
2020,"BA","Pública","Não Informado","Não Compareceu/Outros",14043,0,63,0,0
2020,"BA","Pública","Não Informado","Parte Desconectada",47,47,43,43,0
2020,"BA","Pública","Não Informado","Texto Insuficiente",79,79,55,55,0
2020,"BA","Pública","Não Informado","Válida",27268,27268,26244,26244,27268
2020,"BA","Pública","Privada","Em Branco",10,10,6,6,0
2020,"BA","Pública","Privada","Fuga ao Tema",1,1,1,1,0
2020,"BA","Pública","Privada","Não Compareceu/Outros",228,0,0,0,0
2020,"BA","Pública","Privada","Texto Insuficiente",1,1,1,1,0
