"ANO","estado_prova","tipo_escola","dep_adm","motivo_status","total_inscritos","qtd_presenca_dia_1","qtd_presenca_dia_2","qtd_participantes","qtd_redacoes_validas"
2021,"MT","Pública","Não Informado","Texto Insuficiente",15,15,8,8,0
2021,"MT","Pública","Não Informado","Válida",3387,3387,3202,3202,3387
2021,"MT","Pública","Privada","Cópia Texto Motivador",3,3,3,3,0
2021,"MT","Pública","Privada","Em Branco",6,6,5,5,0
2021,"MT","Pública","Privada","Fuga ao Tema",4,4,4,4,0
2021,"MT","Pública","Privada","Não Compareceu/Outros",53,0,0,0,0
2021,"MT","Pública","Privada","Válida",836,836,818,818,836
2021,"PA","Não Informado","Não Informado","Anulada",97,97,80,80,0
2021,"PA","Não Informado","Não Informado","Cópia Texto Motivador",277,277,246,246,0
2021,"PA","Não Informado","Não Informado","Em Branco",1582,1582,1011,1011,0
2021,"PA","Não Informado","Não Informado","Fuga ao Tema",1141,1141,942,942,0
2021,"PA","Não Informado","Não Informado","Não Atendimento ao Tipo",160,160,142,142,0
2021,"PA","Não Informado","Não Informado","Não Compareceu/Outros",50463,0,277,0,0
2021,"PA","Não Informado","Não Informado","Parte Desconectada",176,176,146,146,0
2021,"PA","Não Informado","Não Informado","Texto Insuficiente",268,268,192,192,0
2021,"PA","Não Informado","Não Informado","Válida",88894,88894,83445,83445,88894
2021,"PA","Privada","Estadual","Não Compareceu/Outros",1,0,0,0,0
2021,"PA","Privada","Estadual","Válida",4,4,4,4,4
2021,"PA","Privada","Federal","Válida",4,4,4,4,4
2021,"PA","Privada","Municipal","Válida",1,1,1,1,1
2021,"PA","Privada","Não Informado","Anulada",1,1,1,1,0
2021,"PA","Privada","Não Informado","Cópia Texto Motivador",1,1,1,1,0
2021,"PA","Privada","Não Informado","Em Branco",4,4,4,4,0
2021,"PA","Privada","Não Informado","Fuga ao Tema",5,5,5,5,0
2021,"PA","Privada","Não Informado","Não Compareceu/Outros",45,0,0,0,0
2021,"PA","Privada","Não Informado","Texto Insuficiente",2,2,1,1,0
2021,"PA","Privada","Não Informado","Válida",912,912,896,896,912
2021,"PA","Privada","Privada","Anulada",3,3,3,3,0
2021,"PA","Privada","Privada","Cópia Texto Motivador",11,11,8,8,0
2021,"PA","Privada","Privada","Em Branco",39,39,28,28,0
2021,"PA","Privada","Privada","Fuga ao Tema",5,5,5,5,0
2021,"PA","Privada","Privada","Não Compareceu/Outros",175,0,3,0,0
2021,"PA","Privada","Privada","Parte Desconectada",1,1,0,0,0
2021,"PA","Privada","Privada","Texto Insuficiente",6,6,5,5,0
2021,"PA","Privada","Privada","Válida",4793,4793,4730,4730,4793
2021,"PA","Pública","Estadual","Anulada",17,17,11,11,0
2021,"PA","Pública","Estadual","Cópia Texto Motivador",91,91,79,79,0
2021,"PA","Pública","Estadual","Em Branco",409,409,287,287,0
2021,"PA","Pública","Estadual","Fuga ao Tema",230,230,187,187,0
2021,"PA","Pública","Estadual","Não Atendimento ao Tipo",14,14,14,14,0
2021,"PA","Pública","Estadual","Não Compareceu/Outros",3930,0,37,0,0
2021,"PA","Pública","Estadual","Parte Desconectada",24,24,19,19,0
2021,"PA","Pública","Estadual","Texto Insuficiente",81,81,59,59,0
2021,"PA","Pública","Estadual","Válida",12664,12664,12097,12097,12664
2021,"PA","Pública","Federal","Anulada",3,3,3,3,0
2021,"PA","Pública","Federal","Cópia Texto Motivador",1,1,1,1,0
2021,"PA","Pública","Federal","Em Branco",12,12,8,8,0
2021,"PA","Pública","Federal","Fuga ao Tema",5,5,5,5,0
2021,"PA","Pública","Federal","Não Atendimento ao Tipo",1,1,1,1,0
2021,"PA","Pública","Federal","Não Compareceu/Outros",177,0,0,0,0
2021,"PA","Pública","Federal","Texto Insuficiente",6,6,4,4,0
2021,"PA","Pública","Federal","Válida",1168,1168,1132,1132,1168
2021,"PA","Pública","Municipal","Anulada",1,1,1,1,0
2021,"PA","Pública","Municipal","Cópia Texto Motivador",10,10,9,9,0
2021,"PA","Pública","Municipal","Em Branco",27,27,17,17,0
2021,"PA","Pública","Municipal","Fuga ao Tema",26,26,22,22,0
2021,"PA","Pública","Municipal","Não Compareceu/Outros",393,0,4,0,0
2021,"PA","Pública","Municipal","Parte Desconectada",4,4,3,3,0
2021,"PA","Pública","Municipal","Texto Insuficiente",7,7,6,6,0
2021,"PA","Pública","Municipal","Válida",862,862,820,820,862
2021,"PA","Pública","Não Informado","Anulada",20,20,16,16,0
2021,"PA","Pública","Não Informado","Cópia Texto Motivador",70,70,63,63,0
2021,"PA","Pública","Não Informado","Em Branco",311,311,228,228,0
2021,"PA","Pública","Não Informado","Fuga ao Tema",200,200,163,163,0
2021,"PA","Pública","Não Informado","Não Atendimento ao Tipo",18,18,15,15,0
2021,"PA","Pública","Não Informado","Não Compareceu/Outros",3277,0,26,0,0
2021,"PA","Pública","Não Informado","Parte Desconectada",33,33,26,26,0
2021,"PA","Pública","Não Informado","Texto Insuficiente",48,48,34,34,0
2021,"PA","Pública","Não Informado","Válida",11208,11208,10695,10695,11208
2021,"PA","Pública","Privada","Anulada",2,2,2,2,0
2021,"PA","Pública","Privada","Em Branco",9,9,7,7,0
2021,"PA","Pública","Privada","Fuga ao Tema",1,1,1,1,0
2021,"PA","Pública","Privada","Não Atendimento ao Tipo",1,1,1,1,0
2021,"PA","Pública","Privada","Não Compareceu/Outros",94,0,0,0,0
2021,"PA","Pública","Privada","Texto Insuficiente",3,3,2,2,0
2021,"PA","Pública","Privada","Válida",1449,1449,1419,1419,1449
2021,"PB","Não Informado","Não Informado","Anulada",45,45,33,33,0
2021,"PB","Não Informado","Não Informado","Cópia Texto Motivador",150,150,131,131,0
2021,"PB","Não Informado","Não Informado","Em Branco",871,871,591,591,0
2021,"PB","Não Informado","Não Informado","Fuga ao Tema",486,486,411,411,0
2021,"PB","Não Informado","Não Informado","Não Atendimento ao Tipo",60,60,56,56,0
2021,"PB","Não Informado","Não Informado","Não Compareceu/Outros",22624,0,155,0,0
2021,"PB","Não Informado","Não Informado","Parte Desconectada",78,78,62,62,0
2021,"PB","Não Informado","Não Informado","Texto Insuficiente",124,124,98,98,0
2021,"PB","Não Informado","Não Informado","Válida",50787,50787,48683,48683,50787
2021,"PB","Privada","Estadual","Em Branco",1,1,1,1,0
2021,"PB","Privada","Estadual","Não Compareceu/Outros",1,0,0,0,0
2021,"PB","Privada","Estadual","Válida",4,4,4,4,4
2021,"PB","Privada","Não Informado","Cópia Texto Motivador",4,4,2,2,0
2021,"PB","Privada","Não Informado","Em Branco",9,9,5,5,0
2021,"PB","Privada","Não Informado","Fuga ao Tema",5,5,4,4,0
2021,"PB","Privada","Não Informado","Não Compareceu/Outros",27,0,0,0,0
2021,"PB","Privada","Não Informado","Texto Insuficiente",2,2,1,1,0
2021,"PB","Privada","Não Informado","Válida",811,811,803,803,811
2021,"PB","Privada","Privada","Anulada",3,3,3,3,0
2021,"PB","Privada","Privada","Cópia Texto Motivador",1,1,1,1,0
2021,"PB","Privada","Privada","Em Branco",27,27,19,19,0
2021,"PB","Privada","Privada","Fuga ao Tema",3,3,2,2,0
2021,"PB","Privada","Privada","Não Compareceu/Outros",78,0,1,0,0
2021,"PB","Privada","Privada","Texto Insuficiente",6,6,4,4,0
2021,"PB","Privada","Privada","Válida",3744,3744,3716,3716,3744
2021,"PB","Pública","Estadual","Anulada",7,7,5,5,0
2021,"PB","Pública","Estadual","Cópia Texto Motivador",44,44,38,38,0
2021,"PB","Pública","Estadual","Em Branco",270,270,202,202,0
2021,"PB","Pública","Estadual","Fuga ao Tema",135,135,123,123,0
2021,"PB","Pública","Estadual","Não Atendimento ao Tipo",3,3,3,3,0
2021,"PB","Pública","Estadual","Não Compareceu/Outros",3046,0,13,0,0
2021,"PB","Pública","Estadual","Parte Desconectada",6,6,5,5,0
2021,"PB","Pública","Estadual","Texto Insuficiente",38,38,31,31,0
2021,"PB","Pública","Estadual","Válida",7449,7449,7195,7195,7449
2021,"PB","Pública","Federal","Anulada",1,1,1,1,0
2021,"PB","Pública","Federal","Cópia Texto Motivador",2,2,2,2,0
2021,"PB","Pública","Federal","Em Branco",19,19,13,13,0
2021,"PB","Pública","Federal","Fuga ao Tema",8,8,7,7,0
2021,"PB","Pública","Federal","Não Compareceu/Outros",140,0,0,0,0
2021,"PB","Pública","Federal","Texto Insuficiente",2,2,2,2,0
2021,"PB","Pública","Federal","Válida",1480,1480,1468,1468,1480
2021,"PB","Pública","Municipal","Em Branco",1,1,0,0,0
2021,"PB","Pública","Municipal","Fuga ao Tema",3,3,2,2,0
2021,"PB","Pública","Municipal","Não Compareceu/Outros",14,0,0,0,0
2021,"PB","Pública","Municipal","Válida",26,26,25,25,26
2021,"PB","Pública","Não Informado","Anulada",7,7,6,6,0
2021,"PB","Pública","Não Informado","Cópia Texto Motivador",39,39,33,33,0
2021,"PB","Pública","Não Informado","Em Branco",197,197,135,135,0
2021,"PB","Pública","Não Informado","Fuga ao Tema",98,98,84,84,0
2021,"PB","Pública","Não Informado","Não Atendimento ao Tipo",5,5,5,5,0
2021,"PB","Pública","Não Informado","Não Compareceu/Outros",1968,0,15,0,0
2021,"PB","Pública","Não Informado","Parte Desconectada",11,11,6,6,0
2021,"PB","Pública","Não Informado","Texto Insuficiente",33,33,25,25,0
2021,"PB","Pública","Não Informado","Válida",6365,6365,6152,6152,6365
2021,"PB","Pública","Privada","Cópia Texto Motivador",4,4,4,4,0
2021,"PB","Pública","Privada","Em Branco",10,10,7,7,0
2021,"PB","Pública","Privada","Fuga ao Tema",1,1,1,1,0
2021,"PB","Pública","Privada","Não Compareceu/Outros",23,0,0,0,0
2021,"PB","Pública","Privada","Texto Insuficiente",1,1,1,1,0
2021,"PB","Pública","Privada","Válida",595,595,589,589,595
2021,"PE","Não Informado","Não Informado","Anulada",73,73,61,61,0
2021,"PE","Não Informado","Não Informado","Cópia Texto Motivador",271,271,242,242,0
2021,"PE","Não Informado","Não Informado","Em Branco",2021,2021,1485,1485,0
2021,"PE","Não Informado","Não Informado","Fuga ao Tema",918,918,770,770,0
2021,"PE","Não Informado","Não Informado","Não Atendimento ao Tipo",89,89,80,80,0
2021,"PE","Não Informado","Não Informado","Não Compareceu/Outros",41441,0,326,0,0
2021,"PE","Não Informado","Não Informado","Parte Desconectada",129,129,102,102,0
2021,"PE","Não Informado","Não Informado","Texto Insuficiente",227,227,186,186,0
2021,"PE","Não Informado","Não Informado","Válida",87182,87182,82916,82916,87182
2021,"PE","Privada","Estadual","Não Compareceu/Outros",3,0,0,0,0
2021,"PE","Privada","Estadual","Válida",4,4,4,4,4
2021,"PE","Privada","Federal","Em Branco",1,1,1,1,0
2021,"PE","Privada","Federal","Não Compareceu/Outros",2,0,0,0,0
2021,"PE","Privada","Federal","Válida",2,2,2,2,2
2021,"PE","Privada","Não Informado","Cópia Texto Motivador",4,4,4,4,0
2021,"PE","Privada","Não Informado","Em Branco",11,11,9,9,0
2021,"PE","Privada","Não Informado","Fuga ao Tema",4,4,3,3,0
2021,"PE","Privada","Não Informado","Não Compareceu/Outros",54,0,1,0,0
2021,"PE","Privada","Não Informado","Texto Insuficiente",3,3,2,2,0
2021,"PE","Privada","Não Informado","Válida",936,936,918,918,936
2021,"PE","Privada","Privada","Anulada",4,4,4,4,0
2021,"PE","Privada","Privada","Cópia Texto Motivador",10,10,9,9,0
2021,"PE","Privada","Privada","Em Branco",63,63,49,49,0
2021,"PE","Privada","Privada","Fuga ao Tema",18,18,16,16,0
2021,"PE","Privada","Privada","Não Atendimento ao Tipo",2,2,2,2,0
2021,"PE","Privada","Privada","Não Compareceu/Outros",210,0,2,0,0
2021,"PE","Privada","Privada","Parte Desconectada",1,1,1,1,0
2021,"PE","Privada","Privada","Texto Insuficiente",10,10,9,9,0
2021,"PE","Privada","Privada","Válida",7322,7322,7252,7252,7322
2021,"PE","Pública","Estadual","Anulada",22,22,19,19,0
2021,"PE","Pública","Estadual","Cópia Texto Motivador",132,132,111,111,0
2021,"PE","Pública","Estadual","Em Branco",773,773,578,578,0
2021,"PE","Pública","Estadual","Fuga ao Tema",344,344,275,275,0
2021,"PE","Pública","Estadual","Não Atendimento ao Tipo",19,19,19,19,0
2021,"PE","Pública","Estadual","Não Compareceu/Outros",9170,0,47,0,0
2021,"PE","Pública","Estadual","Parte Desconectada",30,30,24,24,0
2021,"PE","Pública","Estadual","Texto Insuficiente",107,107,88,88,0
2021,"PE","Pública","Estadual","Válida",20292,20292,19553,19553,20292
2021,"PE","Pública","Federal","Cópia Texto Motivador",1,1,1,1,0
2021,"PE","Pública","Federal","Em Branco",21,21,16,16,0
2021,"PE","Pública","Federal","Fuga ao Tema",5,5,4,4,0
2021,"PE","Pública","Federal","Não Compareceu/Outros",140,0,6,0,0
2021,"PE","Pública","Federal","Parte Desconectada",3,3,3,3,0
2021,"PE","Pública","Federal","Válida",1449,1449,1429,1429,1449
2021,"PE","Pública","Municipal","Fuga ao Tema",1,1,1,1,0
2021,"PE","Pública","Municipal","Não Compareceu/Outros",19,0,0,0,0
2021,"PE","Pública","Municipal","Válida",17,17,14,14,17
2021,"PE","Pública","Não Informado","Anulada",9,9,8,8,0
2021,"PE","Pública","Não Informado","Cópia Texto Motivador",102,102,96,96,0
2021,"PE","Pública","Não Informado","Em Branco",516,516,377,377,0
2021,"PE","Pública","Não Informado","Fuga ao Tema",256,256,219,219,0
2021,"PE","Pública","Não Informado","Não Atendimento ao Tipo",12,12,10,10,0
2021,"PE","Pública","Não Informado","Não Compareceu/Outros",3954,0,28,0,0
2021,"PE","Pública","Não Informado","Parte Desconectada",22,22,19,19,0
2021,"PE","Pública","Não Informado","Texto Insuficiente",87,87,70,70,0
2021,"PE","Pública","Não Informado","Válida",14471,14471,13886,13886,14471
2021,"PE","Pública","Privada","Cópia Texto Motivador",1,1,1,1,0
2021,"PE","Pública","Privada","Em Branco",12,12,9,9,0
2021,"PE","Pública","Privada","Fuga ao Tema",5,5,5,5,0
2021,"PE","Pública","Privada","Não Atendimento ao Tipo",1,1,1,1,0
2021,"PE","Pública","Privada","Não Compareceu/Outros",34,0,0,0,0
2021,"PE","Pública","Privada","Texto Insuficiente",2,2,2,2,0
2021,"PE","Pública","Privada","Válida",572,572,562,562,572
2021,"PI","Não Informado","Não Informado","Anulada",40,40,33,33,0
2021,"PI","Não Informado","Não Informado","Cópia Texto Motivador",214,214,199,199,0
2021,"PI","Não Informado","Não Informado","Em Branco",512,512,374,374,0
2021,"PI","Não Informado","Não Informado","Fuga ao Tema",481,481,427,427,0
2021,"PI","Não Informado","Não Informado","Não Atendimento ao Tipo",37,37,36,36,0
2021,"PI","Não Informado","Não Informado","Não Compareceu/Outros",17729,0,99,0,0
2021,"PI","Não Informado","Não Informado","Parte Desconectada",50,50,44,44,0
2021,"PI","Não Informado","Não Informado","Texto Insuficiente",84,84,63,63,0
2021,"PI","Não Informado","Não Informado","Válida",40045,40045,38421,38421,40045
2021,"PI","Privada","Estadual","Válida",1,1,1,1,1
2021,"PI","Privada","Federal","Válida",2,2,2,2,2
2021,"PI","Privada","Não Informado","Cópia Texto Motivador",1,1,1,1,0
2021,"PI","Privada","Não Informado","Em Branco",3,3,3,3,0
2021,"PI","Privada","Não Informado","Fuga ao Tema",1,1,0,0,0
2021,"PI","Privada","Não Informado","Não Compareceu/Outros",16,0,0,0,0
2021,"PI","Privada","Não Informado","Parte Desconectada",2,2,2,2,0
2021,"PI","Privada","Não Informado","Válida",438,438,431,431,438
2021,"PI","Privada","Privada","Cópia Texto Motivador",3,3,3,3,0
2021,"PI","Privada","Privada","Em Branco",17,17,12,12,0
2021,"PI","Privada","Privada","Fuga ao Tema",2,2,2,2,0
2021,"PI","Privada","Privada","Não Compareceu/Outros",65,0,1,0,0
2021,"PI","Privada","Privada","Texto Insuficiente",8,8,6,6,0
2021,"PI","Privada","Privada","Válida",2861,2861,2841,2841,2861
2021,"PI","Pública","Estadual","Anulada",3,3,3,3,0
2021,"PI","Pública","Estadual","Cópia Texto Motivador",51,51,45,45,0
2021,"PI","Pública","Estadual","Em Branco",129,129,91,91,0
2021,"PI","Pública","Estadual","Fuga ao Tema",123,123,107,107,0
2021,"PI","Pública","Estadual","Não Atendimento ao Tipo",8,8,7,7,0
2021,"PI","Pública","Estadual","Não Compareceu/Outros",1762,0,19,0,0
2021,"PI","Pública","Estadual","Parte Desconectada",16,16,16,16,0
2021,"PI","Pública","Estadual","Texto Insuficiente",26,26,19,19,0
2021,"PI","Pública","Estadual","Válida",6256,6256,6086,6086,6256
2021,"PI","Pública","Federal","Anulada",2,2,2,2,0
2021,"PI","Pública","Federal","Em Branco",11,11,8,8,0
2021,"PI","Pública","Federal","Fuga ao Tema",8,8,7,7,0
2021,"PI","Pública","Federal","Não Compareceu/Outros",77,0,0,0,0
2021,"PI","Pública","Federal","Texto Insuficiente",3,3,3,3,0
2021,"PI","Pública","Federal","Válida",1227,1227,1213,1213,1227
2021,"PI","Pública","Municipal","Cópia Texto Motivador",1,1,1,1,0
2021,"PI","Pública","Municipal","Em Branco",3,3,2,2,0
2021,"PI","Pública","Municipal","Fuga ao Tema",2,2,2,2,0
2021,"PI","Pública","Municipal","Não Compareceu/Outros",16,0,0,0,0
2021,"PI","Pública","Municipal","Válida",52,52,51,51,52
2021,"PI","Pública","Não Informado","Anulada",4,4,3,3,0
2021,"PI","Pública","Não Informado","Cópia Texto Motivador",51,51,51,51,0
2021,"PI","Pública","Não Informado","Em Branco",70,70,54,54,0
2021,"PI","Pública","Não Informado","Fuga ao Tema",104,104,91,91,0
2021,"PI","Pública","Não Informado","Não Atendimento ao Tipo",7,7,7,7,0
2021,"PI","Pública","Não Informado","Não Compareceu/Outros",1281,0,11,0,0
2021,"PI","Pública","Não Informado","Parte Desconectada",9,9,8,8,0
2021,"PI","Pública","Não Informado","Texto Insuficiente",20,20,16,16,0
2021,"PI","Pública","Não Informado","Válida",5343,5343,5212,5212,5343
2021,"PI","Pública","Privada","Em Branco",1,1,0,0,0
2021,"PI","Pública","Privada","Fuga ao Tema",1,1,1,1,0
2021,"PI","Pública","Privada","Não Compareceu/Outros",28,0,2,0,0
2021,"PI","Pública","Privada","Válida",662,662,654,654,662
2021,"PR","Não Informado","Não Informado","Anulada",59,59,49,49,0
2021,"PR","Não Informado","Não Informado","Cópia Texto Motivador",78,78,68,68,0
2021,"PR","Não Informado","Não Informado","Em Branco",814,814,434,434,0
2021,"PR","Não Informado","Não Informado","Fuga ao Tema",371,371,304,304,0
2021,"PR","Não Informado","Não Informado","Não Atendimento ao Tipo",90,90,78,78,0
2021,"PR","Não Informado","Não Informado","Não Compareceu/Outros",30369,0,150,0,0
2021,"PR","Não Informado","Não Informado","Parte Desconectada",42,42,35,35,0
2021,"PR","Não Informado","Não Informado","Texto Insuficiente",94,94,57,57,0
2021,"PR","Não Informado","Não Informado","Válida",53893,53893,50494,50494,53893
2021,"PR","Privada","Estadual","Não Compareceu/Outros",1,0,0,0,0
2021,"PR","Privada","Estadual","Válida",4,4,4,4,4
2021,"PR","Privada","Não Informado","Anulada",1,1,1,1,0
2021,"PR","Privada","Não Informado","Cópia Texto Motivador",2,2,2,2,0
2021,"PR","Privada","Não Informado","Em Branco",7,7,4,4,0
2021,"PR","Privada","Não Informado","Fuga ao Tema",1,1,1,1,0
2021,"PR","Privada","Não Informado","Não Compareceu/Outros",112,0,1,0,0
2021,"PR","Privada","Não Informado","Texto Insuficiente",3,3,3,3,0
2021,"PR","Privada","Não Informado","Válida",725,725,704,704,725
2021,"PR","Privada","Privada","Anulada",4,4,4,4,0
2021,"PR","Privada","Privada","Cópia Texto Motivador",3,3,2,2,0
2021,"PR","Privada","Privada","Em Branco",72,72,42,42,0
2021,"PR","Privada","Privada","Fuga ao Tema",11,11,11,11,0
2021,"PR","Privada","Privada","Não Compareceu/Outros",833,0,10,0,0
2021,"PR","Privada","Privada","Parte Desconectada",2,2,2,2,0
2021,"PR","Privada","Privada","Texto Insuficiente",7,7,6,6,0
2021,"PR","Privada","Privada","Válida",8712,8712,8524,8524,8712
2021,"PR","Pública","Estadual","Anulada",20,20,17,17,0
2021,"PR","Pública","Estadual","Cópia Texto Motivador",69,69,63,63,0
2021,"PR","Pública","Estadual","Em Branco",410,410,231,231,0
2021,"PR","Pública","Estadual","Fuga ao Tema",167,167,130,130,0
2021,"PR","Pública","Estadual","Não Atendimento ao Tipo",13,13,11,11,0
2021,"PR","Pública","Estadual","Não Compareceu/Outros",6315,0,36,0,0
2021,"PR","Pública","Estadual","Parte Desconectada",11,11,10,10,0
2021,"PR","Pública","Estadual","Texto Insuficiente",38,38,25,25,0
2021,"PR","Pública","Estadual","Válida",19606,19606,18620,18620,19606
2021,"PR","Pública","Federal","Em Branco",10,10,5,5,0
2021,"PR","Pública","Federal","Fuga ao Tema",3,3,3,3,0
2021,"PR","Pública","Federal","Não Compareceu/Outros",184,0,2,0,0
2021,"PR","Pública","Federal","Texto Insuficiente",1,1,1,1,0
2021,"PR","Pública","Federal","Válida",1383,1383,1355,1355,1383
2021,"PR","Pública","Municipal","Anulada",1,1,1,1,0
2021,"PR","Pública","Municipal","Em Branco",3,3,0,0,0
2021,"PR","Pública","Municipal","Fuga ao Tema",1,1,1,1,0
2021,"PR","Pública","Municipal","Não Compareceu/Outros",31,0,0,0,0
2021,"PR","Pública","Municipal","Válida",35,35,34,34,35
2021,"PR","Pública","Não Informado","Anulada",13,13,10,10,0
2021,"PR","Pública","Não Informado","Cópia Texto Motivador",41,41,36,36,0
2021,"PR","Pública","Não Informado","Em Branco",202,202,101,101,0
2021,"PR","Pública","Não Informado","Fuga ao Tema",98,98,77,77,0
2021,"PR","Pública","Não Informado","Não Atendimento ao Tipo",8,8,7,7,0
2021,"PR","Pública","Não Informado","Não Compareceu/Outros",3618,0,17,0,0
2021,"PR","Pública","Não Informado","Parte Desconectada",6,6,4,4,0
2021,"PR","Pública","Não Informado","Texto Insuficiente",25,25,16,16,0
2021,"PR","Pública","Não Informado","Válida",11327,11327,10699,10699,11327
2021,"PR","Pública","Privada","Anulada",3,3,3,3,0
2021,"PR","Pública","Privada","Cópia Texto Motivador",2,2,2,2,0
2021,"PR","Pública","Privada","Em Branco",37,37,19,19,0
2021,"PR","Pública","Privada","Fuga ao Tema",13,13,11,11,0
2021,"PR","Pública","Privada","Não Atendimento ao Tipo",1,1,1,1,0
2021,"PR","Pública","Privada","Não Compareceu/Outros",374,0,4,0,0
2021,"PR","Pública","Privada","Parte Desconectada",1,1,0,0,0
2021,"PR","Pública","Privada","Texto Insuficiente",8,8,4,4,0
2021,"PR","Pública","Privada","Válida",3894,3894,3789,3789,3894
2021,"RJ","Não Informado","Não Informado","Anulada",126,126,106,106,0
2021,"RJ","Não Informado","Não Informado","Cópia Texto Motivador",113,113,86,86,0
2021,"RJ","Não Informado","Não Informado","Em Branco",1466,1466,861,861,0
2021,"RJ","Não Informado","Não Informado","Fuga ao Tema",1083,1083,890,890,0
2021,"RJ","Não Informado","Não Informado","Não Atendimento ao Tipo",166,166,140,140,0
2021,"RJ","Não Informado","Não Informado","Não Compareceu/Outros",57156,0,404,0,0
2021,"RJ","Não Informado","Não Informado","Parte Desconectada",111,111,82,82,0
2021,"RJ","Não Informado","Não Informado","Texto Insuficiente",240,240,154,154,0
2021,"RJ","Não Informado","Não Informado","Válida",103426,103426,96506,96506,103426
2021,"RJ","Privada","Estadual","Fuga ao Tema",1,1,1,1,0
2021,"RJ","Privada","Estadual","Válida",10,10,10,10,10
2021,"RJ","Privada","Federal","Válida",3,3,3,3,3
2021,"RJ","Privada","Não Informado","Anulada",1,1,1,1,0
2021,"RJ","Privada","Não Informado","Em Branco",27,27,15,15,0
2021,"RJ","Privada","Não Informado","Fuga ao Tema",17,17,13,13,0
2021,"RJ","Privada","Não Informado","Não Atendimento ao Tipo",1,1,1,1,0
2021,"RJ","Privada","Não Informado","Não Compareceu/Outros",203,0,7,0,0
2021,"RJ","Privada","Não Informado","Texto Insuficiente",3,3,2,2,0
2021,"RJ","Privada","Não Informado","Válida",2816,2816,2732,2732,2816
2021,"RJ","Privada","Privada","Anulada",8,8,8,8,0
2021,"RJ","Privada","Privada","Cópia Texto Motivador",4,4,4,4,0
2021,"RJ","Privada","Privada","Em Branco",101,101,74,74,0
2021,"RJ","Privada","Privada","Fuga ao Tema",41,41,36,36,0
2021,"RJ","Privada","Privada","Não Atendimento ao Tipo",4,4,4,4,0
2021,"RJ","Privada","Privada","Não Compareceu/Outros",769,0,25,0,0
2021,"RJ","Privada","Privada","Parte Desconectada",2,2,0,0,0
2021,"RJ","Privada","Privada","Texto Insuficiente",19,19,16,16,0
2021,"RJ","Privada","Privada","Válida",19131,19131,18741,18741,19131
2021,"RJ","Pública","Estadual","Anulada",20,20,19,19,0
2021,"RJ","Pública","Estadual","Cópia Texto Motivador",53,53,42,42,0
2021,"RJ","Pública","Estadual","Em Branco",528,528,301,301,0
2021,"RJ","Pública","Estadual","Fuga ao Tema",284,284,227,227,0
2021,"RJ","Pública","Estadual","Não Atendimento ao Tipo",11,11,10,10,0
2021,"RJ","Pública","Estadual","Não Compareceu/Outros",6641,0,45,0,0
2021,"RJ","Pública","Estadual","Parte Desconectada",22,22,18,18,0
2021,"RJ","Pública","Estadual","Texto Insuficiente",87,87,58,58,0
2021,"RJ","Pública","Estadual","Válida",18922,18922,17739,17739,18922
2021,"RJ","Pública","Federal","Em Branco",26,26,13,13,0
2021,"RJ","Pública","Federal","Fuga ao Tema",6,6,5,5,0
2021,"RJ","Pública","Federal","Não Compareceu/Outros",443,0,4,0,0
2021,"RJ","Pública","Federal","Parte Desconectada",1,1,0,0,0
2021,"RJ","Pública","Federal","Texto Insuficiente",2,2,2,2,0
2021,"RJ","Pública","Federal","Válida",3766,3766,3689,3689,3766
2021,"RJ","Pública","Municipal","Cópia Texto Motivador",1,1,1,1,0
2021,"RJ","Pública","Municipal","Em Branco",14,14,7,7,0
2021,"RJ","Pública","Municipal","Fuga ao Tema",4,4,4,4,0
2021,"RJ","Pública","Municipal","Não Atendimento ao Tipo",1,1,1,1,0
2021,"RJ","Pública","Municipal","Não Compareceu/Outros",176,0,1,0,0
2021,"RJ","Pública","Municipal","Válida",381,381,351,351,381
2021,"RJ","Pública","Não Informado","Anulada",8,8,7,7,0
2021,"RJ","Pública","Não Informado","Cópia Texto Motivador",32,32,28,28,0
2021,"RJ","Pública","Não Informado","Em Branco",263,263,155,155,0
2021,"RJ","Pública","Não Informado","Fuga ao Tema",173,173,133,133,0
2021,"RJ","Pública","Não Informado","Não Atendimento ao Tipo",11,11,11,11,0
2021,"RJ","Pública","Não Informado","Não Compareceu/Outros",4055,0,35,0,0
2021,"RJ","Pública","Não Informado","Parte Desconectada",19,19,13,13,0
2021,"RJ","Pública","Não Informado","Texto Insuficiente",47,47,37,37,0
2021,"RJ","Pública","Não Informado","Válida",12258,12258,11510,11510,12258
2021,"RJ","Pública","Privada","Cópia Texto Motivador",6,6,4,4,0
2021,"RJ","Pública","Privada","Em Branco",31,31,17,17,0
2021,"RJ","Pública","Privada","Fuga ao Tema",7,7,7,7,0
2021,"RJ","Pública","Privada","Não Compareceu/Outros",157,0,5,0,0
2021,"RJ","Pública","Privada","Texto Insuficiente",3,3,2,2,0
2021,"RJ","Pública","Privada","Válida",2840,2840,2766,2766,2840
2021,"RN","Não Informado","Não Informado","Anulada",92,92,80,80,0
2021,"RN","Não Informado","Não Informado","Cópia Texto Motivador",92,92,84,84,0
2021,"RN","Não Informado","Não Informado","Em Branco",634,634,411,411,0
2021,"RN","Não Informado","Não Informado","Fuga ao Tema",351,351,289,289,0
2021,"RN","Não Informado","Não Informado","Não Atendimento ao Tipo",40,40,35,35,0
2021,"RN","Não Informado","Não Informado","Não Compareceu/Outros",18682,0,103,0,0
