"ANO","estado_prova","tipo_escola","dep_adm","motivo_status","numero_pessoas","porcentagem"
2019,"AC","Não Informado","Não Informado","Anulada",39,0.00077
2019,"AC","Não Informado","Não Informado","Cópia Texto Motivador",170,0.00334
2019,"AC","Não Informado","Não Informado","Em Branco",270,0.0053
2019,"AC","Não Informado","Não Informado","Fuga ao Tema",282,0.00553
2019,"AC","Não Informado","Não Informado","Não Atendimento ao Tipo",19,0.00037
2019,"AC","Não Informado","Não Informado","Não Compareceu/Outros",8213,0.16119
2019,"AC","Não Informado","Não Informado","Parte Desconectada",52,0.00102
2019,"AC","Não Informado","Não Informado","Texto Insuficiente",40,0.00079
2019,"AC","Não Informado","Não Informado","Válida",22448,0.44057
2019,"AC","Privada","Estadual","Não Compareceu/Outros",2,4e-05
2019,"AC","Privada","Estadual","Parte Desconectada",1,2e-05
2019,"AC","Privada","Estadual","Válida",27,0.00053
2019,"AC","Privada","Federal","Válida",2,4e-05
2019,"AC","Privada","Não Informado","Fuga ao Tema",1,2e-05
2019,"AC","Privada","Não Informado","Não Compareceu/Outros",5,1e-04
2019,"AC","Privada","Não Informado","Válida",99,0.00194
2019,"AC","Privada","Privada","Cópia Texto Motivador",2,4e-05
2019,"AC","Privada","Privada","Não Compareceu/Outros",3,6e-05
2019,"AC","Privada","Privada","Válida",240,0.00471
2019,"AC","Pública","Estadual","Anulada",7,0.00014
2019,"AC","Pública","Estadual","Cópia Texto Motivador",34,0.00067
2019,"AC","Pública","Estadual","Em Branco",54,0.00106
2019,"AC","Pública","Estadual","Fuga ao Tema",61,0.0012
2019,"AC","Pública","Estadual","Não Atendimento ao Tipo",1,2e-05
2019,"AC","Pública","Estadual","Não Compareceu/Outros",499,0.00979
2019,"AC","Pública","Estadual","Parte Desconectada",8,0.00016
2019,"AC","Pública","Estadual","Texto Insuficiente",17,0.00033
2019,"AC","Pública","Estadual","Válida",3937,0.07727
2019,"AC","Pública","Federal","Fuga ao Tema",3,6e-05
2019,"AC","Pública","Federal","Não Compareceu/Outros",7,0.00014
2019,"AC","Pública","Federal","Texto Insuficiente",1,2e-05
2019,"AC","Pública","Federal","Válida",422,0.00828
2019,"AC","Pública","Municipal","Fuga ao Tema",1,2e-05
2019,"AC","Pública","Municipal","Não Compareceu/Outros",2,4e-05
2019,"AC","Pública","Municipal","Válida",7,0.00014
2019,"AC","Pública","Não Informado","Anulada",3,6e-05
2019,"AC","Pública","Não Informado","Cópia Texto Motivador",7,0.00014
2019,"AC","Pública","Não Informado","Em Branco",32,0.00063
2019,"AC","Pública","Não Informado","Fuga ao Tema",16,0.00031
2019,"AC","Pública","Não Informado","Não Atendimento ao Tipo",1,2e-05
2019,"AC","Pública","Não Informado","Não Compareceu/Outros",216,0.00424
2019,"AC","Pública","Não Informado","Parte Desconectada",1,2e-05
2019,"AC","Pública","Não Informado","Texto Insuficiente",5,1e-04
2019,"AC","Pública","Não Informado","Válida",1294,0.0254
2019,"AC","Pública","Privada","Não Compareceu/Outros",2,4e-05
2019,"AC","Pública","Privada","Válida",92,0.00181
2019,"AL","Não Informado","Não Informado","Anulada",48,0.00094
2019,"AL","Não Informado","Não Informado","Cópia Texto Motivador",323,0.00634
2019,"AL","Não Informado","Não Informado","Em Branco",716,0.01405
2019,"AL","Não Informado","Não Informado","Fuga ao Tema",756,0.01484
2019,"AL","Não Informado","Não Informado","Não Atendimento ao Tipo",49,0.00096
2019,"AL","Não Informado","Não Informado","Não Compareceu/Outros",16661,0.327
2019,"AL","Não Informado","Não Informado","Parte Desconectada",92,0.00181
2019,"AL","Não Informado","Não Informado","Texto Insuficiente",127,0.00249
2019,"AL","Não Informado","Não Informado","Válida",49359,0.96874
2019,"AL","Privada","Estadual","Cópia Texto Motivador",1,2e-05
2019,"AL","Privada","Estadual","Em Branco",2,4e-05
2019,"AL","Privada","Estadual","Fuga ao Tema",1,2e-05
2019,"AL","Privada","Estadual","Não Compareceu/Outros",4,8e-05
2019,"AL","Privada","Estadual","Texto Insuficiente",2,4e-05
2019,"AL","Privada","Estadual","Válida",47,0.00092
2019,"AL","Privada","Federal","Em Branco",1,2e-05
2019,"AL","Privada","Federal","Válida",9,0.00018
2019,"AL","Privada","Não Informado","Cópia Texto Motivador",7,0.00014
2019,"AL","Privada","Não Informado","Em Branco",10,2e-04
2019,"AL","Privada","Não Informado","Fuga ao Tema",6,0.00012
2019,"AL","Privada","Não Informado","Não Compareceu/Outros",35,0.00069
2019,"AL","Privada","Não Informado","Parte Desconectada",4,8e-05
2019,"AL","Privada","Não Informado","Texto Insuficiente",6,0.00012
2019,"AL","Privada","Não Informado","Válida",1818,0.03568
2019,"AL","Privada","Privada","Cópia Texto Motivador",10,2e-04
2019,"AL","Privada","Privada","Em Branco",9,0.00018
2019,"AL","Privada","Privada","Fuga ao Tema",6,0.00012
2019,"AL","Privada","Privada","Não Compareceu/Outros",29,0.00057
2019,"AL","Privada","Privada","Texto Insuficiente",4,8e-05
2019,"AL","Privada","Privada","Válida",2091,0.04104
2019,"AL","Pública","Estadual","Anulada",8,0.00016
2019,"AL","Pública","Estadual","Cópia Texto Motivador",145,0.00285
2019,"AL","Pública","Estadual","Em Branco",410,0.00805
2019,"AL","Pública","Estadual","Fuga ao Tema",266,0.00522
2019,"AL","Pública","Estadual","Não Atendimento ao Tipo",11,0.00022
2019,"AL","Pública","Estadual","Não Compareceu/Outros",1882,0.03694
2019,"AL","Pública","Estadual","Parte Desconectada",11,0.00022
2019,"AL","Pública","Estadual","Texto Insuficiente",67,0.00131
2019,"AL","Pública","Estadual","Válida",10250,0.20117
2019,"AL","Pública","Federal","Cópia Texto Motivador",2,4e-05
2019,"AL","Pública","Federal","Em Branco",11,0.00022
2019,"AL","Pública","Federal","Fuga ao Tema",3,6e-05
2019,"AL","Pública","Federal","Não Compareceu/Outros",71,0.00139
2019,"AL","Pública","Federal","Parte Desconectada",1,2e-05
2019,"AL","Pública","Federal","Texto Insuficiente",2,4e-05
2019,"AL","Pública","Federal","Válida",1417,0.02781
2019,"AL","Pública","Municipal","Não Compareceu/Outros",8,0.00016
2019,"AL","Pública","Municipal","Válida",4,8e-05
2019,"AL","Pública","Não Informado","Anulada",9,0.00018
2019,"AL","Pública","Não Informado","Cópia Texto Motivador",29,0.00057
2019,"AL","Pública","Não Informado","Em Branco",67,0.00131
2019,"AL","Pública","Não Informado","Fuga ao Tema",52,0.00102
2019,"AL","Pública","Não Informado","Não Compareceu/Outros",417,0.00818
2019,"AL","Pública","Não Informado","Parte Desconectada",3,6e-05
2019,"AL","Pública","Não Informado","Texto Insuficiente",11,0.00022
2019,"AL","Pública","Não Informado","Válida",2092,0.04106
2019,"AL","Pública","Privada","Em Branco",5,1e-04
2019,"AL","Pública","Privada","Fuga ao Tema",2,4e-05
2019,"AL","Pública","Privada","Não Compareceu/Outros",7,0.00014
2019,"AL","Pública","Privada","Texto Insuficiente",1,2e-05
2019,"AL","Pública","Privada","Válida",327,0.00642
2019,"AM","Não Informado","Não Informado","Anulada",98,0.00192
2019,"AM","Não Informado","Não Informado","Cópia Texto Motivador",607,0.01191
2019,"AM","Não Informado","Não Informado","Em Branco",715,0.01403
2019,"AM","Não Informado","Não Informado","Fuga ao Tema",1178,0.02312
2019,"AM","Não Informado","Não Informado","Não Atendimento ao Tipo",82,0.00161
2019,"AM","Não Informado","Não Informado","Não Compareceu/Outros",31556,0.61933
2019,"AM","Não Informado","Não Informado","Parte Desconectada",142,0.00279
2019,"AM","Não Informado","Não Informado","Texto Insuficiente",140,0.00275
2019,"AM","Não Informado","Não Informado","Válida",52770,1.03569
2019,"AM","Privada","Estadual","Em Branco",2,4e-05
2019,"AM","Privada","Estadual","Fuga ao Tema",1,2e-05
2019,"AM","Privada","Estadual","Não Compareceu/Outros",8,0.00016
2019,"AM","Privada","Estadual","Válida",62,0.00122
2019,"AM","Privada","Federal","Válida",4,8e-05
2019,"AM","Privada","Não Informado","Cópia Texto Motivador",3,6e-05
2019,"AM","Privada","Não Informado","Em Branco",2,4e-05
2019,"AM","Privada","Não Informado","Fuga ao Tema",3,6e-05
2019,"AM","Privada","Não Informado","Não Compareceu/Outros",21,0.00041
2019,"AM","Privada","Não Informado","Texto Insuficiente",2,4e-05
2019,"AM","Privada","Não Informado","Válida",349,0.00685
2019,"AM","Privada","Privada","Cópia Texto Motivador",2,4e-05
2019,"AM","Privada","Privada","Em Branco",5,1e-04
2019,"AM","Privada","Privada","Fuga ao Tema",2,4e-05
2019,"AM","Privada","Privada","Não Compareceu/Outros",63,0.00124
2019,"AM","Privada","Privada","Texto Insuficiente",2,4e-05
2019,"AM","Privada","Privada","Válida",1125,0.02208
2019,"AM","Pública","Estadual","Anulada",19,0.00037
2019,"AM","Pública","Estadual","Cópia Texto Motivador",368,0.00722
2019,"AM","Pública","Estadual","Em Branco",358,0.00703
2019,"AM","Pública","Estadual","Fuga ao Tema",502,0.00985
2019,"AM","Pública","Estadual","Não Atendimento ao Tipo",12,0.00024
2019,"AM","Pública","Estadual","Não Compareceu/Outros",4015,0.0788
2019,"AM","Pública","Estadual","Parte Desconectada",41,8e-04
2019,"AM","Pública","Estadual","Texto Insuficiente",101,0.00198
2019,"AM","Pública","Estadual","Válida",17376,0.34103
2019,"AM","Pública","Federal","Cópia Texto Motivador",3,6e-05
2019,"AM","Pública","Federal","Em Branco",6,0.00012
2019,"AM","Pública","Federal","Fuga ao Tema",6,0.00012
2019,"AM","Pública","Federal","Não Compareceu/Outros",120,0.00236
2019,"AM","Pública","Federal","Válida",1202,0.02359
2019,"AM","Pública","Municipal","Cópia Texto Motivador",2,4e-05
2019,"AM","Pública","Municipal","Em Branco",2,4e-05
2019,"AM","Pública","Municipal","Não Compareceu/Outros",25,0.00049
2019,"AM","Pública","Municipal","Válida",35,0.00069
2019,"AM","Pública","Não Informado","Anulada",3,6e-05
2019,"AM","Pública","Não Informado","Cópia Texto Motivador",81,0.00159
2019,"AM","Pública","Não Informado","Em Branco",79,0.00155
2019,"AM","Pública","Não Informado","Fuga ao Tema",123,0.00241
2019,"AM","Pública","Não Informado","Não Atendimento ao Tipo",5,1e-04
2019,"AM","Pública","Não Informado","Não Compareceu/Outros",969,0.01902
2019,"AM","Pública","Não Informado","Parte Desconectada",8,0.00016
2019,"AM","Pública","Não Informado","Texto Insuficiente",13,0.00026
2019,"AM","Pública","Não Informado","Válida",3332,0.0654
2019,"AM","Pública","Privada","Cópia Texto Motivador",3,6e-05
2019,"AM","Pública","Privada","Em Branco",3,6e-05
2019,"AM","Pública","Privada","Fuga ao Tema",6,0.00012
2019,"AM","Pública","Privada","Não Atendimento ao Tipo",1,2e-05
2019,"AM","Pública","Privada","Não Compareceu/Outros",44,0.00086
2019,"AM","Pública","Privada","Parte Desconectada",1,2e-05
2019,"AM","Pública","Privada","Texto Insuficiente",1,2e-05
2019,"AM","Pública","Privada","Válida",335,0.00657
2019,"AP","Não Informado","Não Informado","Anulada",50,0.00098
2019,"AP","Não Informado","Não Informado","Cópia Texto Motivador",178,0.00349
2019,"AP","Não Informado","Não Informado","Em Branco",422,0.00828
2019,"AP","Não Informado","Não Informado","Fuga ao Tema",426,0.00836
2019,"AP","Não Informado","Não Informado","Não Atendimento ao Tipo",23,0.00045
2019,"AP","Não Informado","Não Informado","Não Compareceu/Outros",9290,0.18233
2019,"AP","Não Informado","Não Informado","Parte Desconectada",42,0.00082
2019,"AP","Não Informado","Não Informado","Texto Insuficiente",63,0.00124
2019,"AP","Não Informado","Não Informado","Válida",23757,0.46627
2019,"AP","Privada","Estadual","Fuga ao Tema",1,2e-05
2019,"AP","Privada","Estadual","Não Compareceu/Outros",2,4e-05
2019,"AP","Privada","Estadual","Texto Insuficiente",1,2e-05
2019,"AP","Privada","Estadual","Válida",15,0.00029
2019,"AP","Privada","Federal","Válida",2,4e-05
2019,"AP","Privada","Não Informado","Cópia Texto Motivador",1,2e-05
2019,"AP","Privada","Não Informado","Não Compareceu/Outros",4,8e-05
2019,"AP","Privada","Não Informado","Texto Insuficiente",1,2e-05
2019,"AP","Privada","Não Informado","Válida",205,0.00402
2019,"AP","Privada","Privada","Em Branco",1,2e-05
2019,"AP","Privada","Privada","Não Compareceu/Outros",4,8e-05
2019,"AP","Privada","Privada","Válida",409,0.00803
2019,"AP","Pública","Estadual","Anulada",5,1e-04
2019,"AP","Pública","Estadual","Cópia Texto Motivador",53,0.00104
2019,"AP","Pública","Estadual","Em Branco",135,0.00265
2019,"AP","Pública","Estadual","Fuga ao Tema",112,0.0022
2019,"AP","Pública","Estadual","Não Atendimento ao Tipo",2,4e-05
2019,"AP","Pública","Estadual","Não Compareceu/Outros",637,0.0125
2019,"AP","Pública","Estadual","Parte Desconectada",3,6e-05
2019,"AP","Pública","Estadual","Texto Insuficiente",28,0.00055
2019,"AP","Pública","Estadual","Válida",4230,0.08302
2019,"AP","Pública","Federal","Em Branco",2,4e-05
2019,"AP","Pública","Federal","Fuga ao Tema",1,2e-05
2019,"AP","Pública","Federal","Não Compareceu/Outros",13,0.00026
2019,"AP","Pública","Federal","Texto Insuficiente",2,4e-05
2019,"AP","Pública","Federal","Válida",431,0.00846
2019,"AP","Pública","Municipal","Não Compareceu/Outros",1,2e-05
2019,"AP","Pública","Municipal","Válida",3,6e-05
2019,"AP","Pública","Não Informado","Anulada",2,4e-05
2019,"AP","Pública","Não Informado","Cópia Texto Motivador",13,0.00026
2019,"AP","Pública","Não Informado","Em Branco",45,0.00088
2019,"AP","Pública","Não Informado","Fuga ao Tema",49,0.00096
2019,"AP","Pública","Não Informado","Não Atendimento ao Tipo",1,2e-05
2019,"AP","Pública","Não Informado","Não Compareceu/Outros",279,0.00548
2019,"AP","Pública","Não Informado","Parte Desconectada",4,8e-05
2019,"AP","Pública","Não Informado","Texto Insuficiente",4,8e-05
2019,"AP","Pública","Não Informado","Válida",1480,0.02905
2019,"AP","Pública","Privada","Cópia Texto Motivador",3,6e-05
2019,"AP","Pública","Privada","Em Branco",1,2e-05
2019,"AP","Pública","Privada","Fuga ao Tema",1,2e-05
2019,"AP","Pública","Privada","Não Compareceu/Outros",17,0.00033
2019,"AP","Pública","Privada","Válida",149,0.00292
2019,"BA","Não Informado","Não Informado","Anulada",306,0.00601
2019,"BA","Não Informado","Não Informado","Cópia Texto Motivador",1232,0.02418
2019,"BA","Não Informado","Não Informado","Em Branco",2778,0.05452
2019,"BA","Não Informado","Não Informado","Fuga ao Tema",2976,0.05841
2019,"BA","Não Informado","Não Informado","Não Atendimento ao Tipo",157,0.00308
2019,"BA","Não Informado","Não Informado","Não Compareceu/Outros",81494,1.59944
2019,"BA","Não Informado","Não Informado","Parte Desconectada",327,0.00642
2019,"BA","Não Informado","Não Informado","Texto Insuficiente",514,0.01009
2019,"BA","Não Informado","Não Informado","Válida",213566,4.19154
2019,"BA","Privada","Estadual","Cópia Texto Motivador",1,2e-05
2019,"BA","Privada","Estadual","Em Branco",5,1e-04
2019,"BA","Privada","Estadual","Não Compareceu/Outros",28,0.00055
2019,"BA","Privada","Estadual","Texto Insuficiente",2,4e-05
2019,"BA","Privada","Estadual","Válida",217,0.00426
2019,"BA","Privada","Federal","Válida",23,0.00045
2019,"BA","Privada","Municipal","Não Compareceu/Outros",1,2e-05
2019,"BA","Privada","Municipal","Válida",1,2e-05
2019,"BA","Privada","Não Informado","Cópia Texto Motivador",9,0.00018
2019,"BA","Privada","Não Informado","Em Branco",16,0.00031
2019,"BA","Privada","Não Informado","Fuga ao Tema",7,0.00014
2019,"BA","Privada","Não Informado","Não Atendimento ao Tipo",1,2e-05
2019,"BA","Privada","Não Informado","Não Compareceu/Outros",150,0.00294
2019,"BA","Privada","Não Informado","Parte Desconectada",1,2e-05
2019,"BA","Privada","Não Informado","Texto Insuficiente",4,8e-05
2019,"BA","Privada","Não Informado","Válida",5549,0.10891
2019,"BA","Privada","Privada","Anulada",1,2e-05
2019,"BA","Privada","Privada","Cópia Texto Motivador",7,0.00014
2019,"BA","Privada","Privada","Em Branco",14,0.00027
2019,"BA","Privada","Privada","Fuga ao Tema",5,1e-04
2019,"BA","Privada","Privada","Não Compareceu/Outros",133,0.00261
2019,"BA","Privada","Privada","Parte Desconectada",4,8e-05
2019,"BA","Privada","Privada","Texto Insuficiente",7,0.00014
2019,"BA","Privada","Privada","Válida",7106,0.13947
2019,"BA","Pública","Estadual","Anulada",42,0.00082
2019,"BA","Pública","Estadual","Cópia Texto Motivador",451,0.00885
2019,"BA","Pública","Estadual","Em Branco",1066,0.02092
2019,"BA","Pública","Estadual","Fuga ao Tema",899,0.01764
2019,"BA","Pública","Estadual","Não Atendimento ao Tipo",41,8e-04
2019,"BA","Pública","Estadual","Não Compareceu/Outros",7696,0.15104
2019,"BA","Pública","Estadual","Parte Desconectada",49,0.00096
2019,"BA","Pública","Estadual","Texto Insuficiente",148,0.0029
2019,"BA","Pública","Estadual","Válida",47066,0.92374
2019,"BA","Pública","Federal","Cópia Texto Motivador",1,2e-05
2019,"BA","Pública","Federal","Em Branco",7,0.00014
2019,"BA","Pública","Federal","Fuga ao Tema",5,1e-04
2019,"BA","Pública","Federal","Não Compareceu/Outros",154,0.00302
2019,"BA","Pública","Federal","Texto Insuficiente",3,6e-05
2019,"BA","Pública","Federal","Válida",3080,0.06045
2019,"BA","Pública","Municipal","Cópia Texto Motivador",1,2e-05
2019,"BA","Pública","Municipal","Em Branco",3,6e-05
2019,"BA","Pública","Municipal","Fuga ao Tema",14,0.00027
2019,"BA","Pública","Municipal","Não Compareceu/Outros",54,0.00106
2019,"BA","Pública","Municipal","Parte Desconectada",1,2e-05
2019,"BA","Pública","Municipal","Texto Insuficiente",2,4e-05
2019,"BA","Pública","Municipal","Válida",310,0.00608
2019,"BA","Pública","Não Informado","Anulada",14,0.00027
2019,"BA","Pública","Não Informado","Cópia Texto Motivador",123,0.00241
2019,"BA","Pública","Não Informado","Em Branco",299,0.00587
2019,"BA","Pública","Não Informado","Fuga ao Tema",256,0.00502
2019,"BA","Pública","Não Informado","Não Atendimento ao Tipo",12,0.00024
2019,"BA","Pública","Não Informado","Não Compareceu/Outros",2423,0.04755
2019,"BA","Pública","Não Informado","Parte Desconectada",16,0.00031
2019,"BA","Pública","Não Informado","Texto Insuficiente",45,0.00088
2019,"BA","Pública","Não Informado","Válida",13100,0.25711
2019,"BA","Pública","Privada","Cópia Texto Motivador",5,1e-04
2019,"BA","Pública","Privada","Em Branco",9,0.00018
2019,"BA","Pública","Privada","Fuga ao Tema",7,0.00014
2019,"BA","Pública","Privada","Não Compareceu/Outros",81,0.00159
2019,"BA","Pública","Privada","Parte Desconectada",1,2e-05
2019,"BA","Pública","Privada","Texto Insuficiente",1,2e-05
2019,"BA","Pública","Privada","Válida",1300,0.02551
2019,"CE","Não Informado","Não Informado","Anulada",133,0.00261
2019,"CE","Não Informado","Não Informado","Cópia Texto Motivador",780,0.01531
2019,"CE","Não Informado","Não Informado","Em Branco",1906,0.03741
2019,"CE","Não Informado","Não Informado","Fuga ao Tema",913,0.01792
2019,"CE","Não Informado","Não Informado","Não Atendimento ao Tipo",118,0.00232
2019,"CE","Não Informado","Não Informado","Não Compareceu/Outros",42697,0.83799
2019,"CE","Não Informado","Não Informado","Parte Desconectada",162,0.00318
2019,"CE","Não Informado","Não Informado","Texto Insuficiente",277,0.00544
2019,"CE","Não Informado","Não Informado","Válida",130172,2.55481
2019,"CE","Privada","Estadual","Não Compareceu/Outros",7,0.00014
2019,"CE","Privada","Estadual","Válida",77,0.00151
2019,"CE","Privada","Federal","Válida",10,2e-04
2019,"CE","Privada","Municipal","Válida",1,2e-05
2019,"CE","Privada","Não Informado","Anulada",1,2e-05
2019,"CE","Privada","Não Informado","Cópia Texto Motivador",5,1e-04
2019,"CE","Privada","Não Informado","Em Branco",12,0.00024
2019,"CE","Privada","Não Informado","Fuga ao Tema",1,2e-05
2019,"CE","Privada","Não Informado","Não Compareceu/Outros",87,0.00171
2019,"CE","Privada","Não Informado","Parte Desconectada",1,2e-05
2019,"CE","Privada","Não Informado","Texto Insuficiente",5,1e-04
2019,"CE","Privada","Não Informado","Válida",3095,0.06074
2019,"CE","Privada","Privada","Anulada",1,2e-05
2019,"CE","Privada","Privada","Cópia Texto Motivador",5,1e-04
2019,"CE","Privada","Privada","Em Branco",13,0.00026
2019,"CE","Privada","Privada","Fuga ao Tema",2,4e-05
2019,"CE","Privada","Privada","Não Compareceu/Outros",132,0.00259
2019,"CE","Privada","Privada","Válida",5774,0.11332
2019,"CE","Pública","Estadual","Anulada",150,0.00294
2019,"CE","Pública","Estadual","Cópia Texto Motivador",1811,0.03554
2019,"CE","Pública","Estadual","Em Branco",3086,0.06057
2019,"CE","Pública","Estadual","Fuga ao Tema",2263,0.04441
2019,"CE","Pública","Estadual","Não Atendimento ao Tipo",178,0.00349
2019,"CE","Pública","Estadual","Não Compareceu/Outros",19760,0.38782
2019,"CE","Pública","Estadual","Parte Desconectada",134,0.00263
2019,"CE","Pública","Estadual","Texto Insuficiente",398,0.00781
2019,"CE","Pública","Estadual","Válida",75977,1.49116
2019,"CE","Pública","Federal","Em Branco",10,2e-04
2019,"CE","Pública","Federal","Fuga ao Tema",2,4e-05
2019,"CE","Pública","Federal","Não Atendimento ao Tipo",1,2e-05
2019,"CE","Pública","Federal","Não Compareceu/Outros",57,0.00112
2019,"CE","Pública","Federal","Parte Desconectada",1,2e-05
2019,"CE","Pública","Federal","Válida",1071,0.02102
2019,"CE","Pública","Municipal","Em Branco",2,4e-05
2019,"CE","Pública","Municipal","Fuga ao Tema",3,6e-05
2019,"CE","Pública","Municipal","Não Compareceu/Outros",68,0.00133
2019,"CE","Pública","Municipal","Parte Desconectada",1,2e-05
2019,"CE","Pública","Municipal","Texto Insuficiente",2,4e-05
2019,"CE","Pública","Municipal","Válida",68,0.00133
2019,"CE","Pública","Não Informado","Anulada",4,8e-05
2019,"CE","Pública","Não Informado","Cópia Texto Motivador",41,8e-04
2019,"CE","Pública","Não Informado","Em Branco",54,0.00106
2019,"CE","Pública","Não Informado","Fuga ao Tema",51,0.001
2019,"CE","Pública","Não Informado","Não Atendimento ao Tipo",3,6e-05
2019,"CE","Pública","Não Informado","Não Compareceu/Outros",528,0.01036
2019,"CE","Pública","Não Informado","Parte Desconectada",4,8e-05
2019,"CE","Pública","Não Informado","Texto Insuficiente",10,2e-04
2019,"CE","Pública","Não Informado","Válida",2075,0.04072
2019,"CE","Pública","Privada","Cópia Texto Motivador",5,1e-04
2019,"CE","Pública","Privada","Em Branco",6,0.00012
2019,"CE","Pública","Privada","Fuga ao Tema",2,4e-05
2019,"CE","Pública","Privada","Não Compareceu/Outros",50,0.00098
2019,"CE","Pública","Privada","Texto Insuficiente",2,4e-05
2019,"CE","Pública","Privada","Válida",719,0.01411
2019,"DF","Não Informado","Não Informado","Anulada",62,0.00122
2019,"DF","Não Informado","Não Informado","Cópia Texto Motivador",128,0.00251
2019,"DF","Não Informado","Não Informado","Em Branco",720,0.01413
2019,"DF","Não Informado","Não Informado","Fuga ao Tema",439,0.00862
2019,"DF","Não Informado","Não Informado","Não Atendimento ao Tipo",67,0.00131
2019,"DF","Não Informado","Não Informado","Não Compareceu/Outros",21307,0.41818
2019,"DF","Não Informado","Não Informado","Parte Desconectada",50,0.00098
2019,"DF","Não Informado","Não Informado","Texto Insuficiente",87,0.00171
2019,"DF","Não Informado","Não Informado","Válida",45739,0.89769
2019,"DF","Privada","Estadual","Em Branco",2,4e-05
2019,"DF","Privada","Estadual","Fuga ao Tema",1,2e-05
2019,"DF","Privada","Estadual","Não Compareceu/Outros",5,1e-04
2019,"DF","Privada","Estadual","Texto Insuficiente",1,2e-05
2019,"DF","Privada","Estadual","Válida",58,0.00114
2019,"DF","Privada","Não Informado","Cópia Texto Motivador",3,6e-05
2019,"DF","Privada","Não Informado","Em Branco",7,0.00014
2019,"DF","Privada","Não Informado","Não Compareceu/Outros",111,0.00218
2019,"DF","Privada","Não Informado","Texto Insuficiente",5,1e-04
2019,"DF","Privada","Não Informado","Válida",1840,0.03611
2019,"DF","Privada","Privada","Cópia Texto Motivador",2,4e-05
2019,"DF","Privada","Privada","Em Branco",8,0.00016
2019,"DF","Privada","Privada","Fuga ao Tema",3,6e-05
2019,"DF","Privada","Privada","Não Compareceu/Outros",206,0.00404
2019,"DF","Privada","Privada","Válida",4290,0.0842
2019,"DF","Pública","Estadual","Anulada",6,0.00012
2019,"DF","Pública","Estadual","Cópia Texto Motivador",34,0.00067
2019,"DF","Pública","Estadual","Em Branco",257,0.00504
2019,"DF","Pública","Estadual","Fuga ao Tema",73,0.00143
2019,"DF","Pública","Estadual","Não Atendimento ao Tipo",12,0.00024
2019,"DF","Pública","Estadual","Não Compareceu/Outros",1441,0.02828
2019,"DF","Pública","Estadual","Parte Desconectada",12,0.00024
2019,"DF","Pública","Estadual","Texto Insuficiente",28,0.00055
2019,"DF","Pública","Estadual","Válida",12831,0.25183
2019,"DF","Pública","Federal","Cópia Texto Motivador",1,2e-05
2019,"DF","Pública","Federal","Em Branco",3,6e-05
2019,"DF","Pública","Federal","Fuga ao Tema",2,4e-05
2019,"DF","Pública","Federal","Não Compareceu/Outros",31,0.00061
2019,"DF","Pública","Federal","Válida",471,0.00924
2019,"DF","Pública","Municipal","Não Compareceu/Outros",1,2e-05
2019,"DF","Pública","Não Informado","Anulada",3,6e-05
2019,"DF","Pública","Não Informado","Cópia Texto Motivador",15,0.00029
2019,"DF","Pública","Não Informado","Em Branco",89,0.00175
2019,"DF","Pública","Não Informado","Fuga ao Tema",40,0.00079
2019,"DF","Pública","Não Informado","Não Atendimento ao Tipo",2,4e-05
2019,"DF","Pública","Não Informado","Não Compareceu/Outros",687,0.01348
2019,"DF","Pública","Não Informado","Parte Desconectada",2,4e-05
2019,"DF","Pública","Não Informado","Texto Insuficiente",10,2e-04
2019,"DF","Pública","Não Informado","Válida",3695,0.07252
2019,"DF","Pública","Privada","Cópia Texto Motivador",4,8e-05
2019,"DF","Pública","Privada","Em Branco",7,0.00014
2019,"DF","Pública","Privada","Fuga ao Tema",5,1e-04
2019,"DF","Pública","Privada","Não Atendimento ao Tipo",2,4e-05
2019,"DF","Pública","Privada","Não Compareceu/Outros",64,0.00126
2019,"DF","Pública","Privada","Texto Insuficiente",1,2e-05
2019,"DF","Pública","Privada","Válida",879,0.01725
2019,"ES","Não Informado","Não Informado","Anulada",92,0.00181
2019,"ES","Não Informado","Não Informado","Cópia Texto Motivador",164,0.00322
2019,"ES","Não Informado","Não Informado","Em Branco",763,0.01497
2019,"ES","Não Informado","Não Informado","Fuga ao Tema",363,0.00712
2019,"ES","Não Informado","Não Informado","Não Atendimento ao Tipo",37,0.00073
2019,"ES","Não Informado","Não Informado","Não Compareceu/Outros",22216,0.43602
2019,"ES","Não Informado","Não Informado","Parte Desconectada",74,0.00145
2019,"ES","Não Informado","Não Informado","Texto Insuficiente",97,0.0019
2019,"ES","Não Informado","Não Informado","Válida",48744,0.95667
2019,"ES","Privada","Estadual","Cópia Texto Motivador",2,4e-05
2019,"ES","Privada","Estadual","Em Branco",3,6e-05
2019,"ES","Privada","Estadual","Não Compareceu/Outros",6,0.00012
2019,"ES","Privada","Estadual","Válida",68,0.00133
2019,"ES","Privada","Federal","Válida",8,0.00016
2019,"ES","Privada","Não Informado","Cópia Texto Motivador",4,8e-05
2019,"ES","Privada","Não Informado","Em Branco",4,8e-05
2019,"ES","Privada","Não Informado","Fuga ao Tema",1,2e-05
2019,"ES","Privada","Não Informado","Não Compareceu/Outros",36,0.00071
2019,"ES","Privada","Não Informado","Texto Insuficiente",1,2e-05
2019,"ES","Privada","Não Informado","Válida",1006,0.01974
2019,"ES","Privada","Privada","Anulada",1,2e-05
2019,"ES","Privada","Privada","Cópia Texto Motivador",1,2e-05
